
Bathroom, Shower, 09/27/2022 08:00:00, 0 gallons total, production
Bathroom, Shower, 10/01/2022 08:09:30, 463.75 gallons total, production
Bathroom, Shower, 10/01/2022 08:10:00, 465.0 gallons total, production

Bathroom, Bath, 10/01/2022 09:00:00, 465.0 gallons total, production
Bathroom, Bath, 10/01/2022 09:00:30, 466.25 gallons total, production
Bathroom, Bath, 10/01/2022 09:01:00, 467.5 gallons total, production
Bathroom, Bath, 10/01/2022 09:01:30, 468.75 gallons total, production
Bathroom, Bath, 10/01/2022 09:02:00, 470.0 gallons total, production
Bathroom, Bath, 10/01/2022 09:02:30, 471.25 gallons total, production
Bathroom, Bath, 10/01/2022 09:03:00, 472.5 gallons total, production
Bathroom, Bath, 10/01/2022 09:03:30, 473.75 gallons total, production
Bathroom, Bath, 10/01/2022 09:04:00, 475.0 gallons total, production
Bathroom, Bath, 10/01/2022 09:04:30, 476.25 gallons total, production
Bathroom, Bath, 10/01/2022 09:05:00, 477.5 gallons total, production
Bathroom, Bath, 10/01/2022 09:05:30, 478.75 gallons total, production
Bathroom, Bath, 10/01/2022 09:06:00, 480.0 gallons total, production
Bathroom, Bath, 10/01/2022 09:06:30, 481.25 gallons total, production
Bathroom, Bath, 10/01/2022 09:07:00, 482.5 gallons total, production
Bathroom, Bath, 10/01/2022 09:07:30, 483.75 gallons total, production
Bathroom, Bath, 10/01/2022 09:08:00, 485.0 gallons total, production
Bathroom, Bath, 10/01/2022 09:08:30, 486.25 gallons total, production
Bathroom, Bath, 10/01/2022 09:09:00, 487.5 gallons total, production
Bathroom, Bath, 10/01/2022 09:09:30, 488.75 gallons total, production
Bathroom, Bath, 10/01/2022 09:10:00, 490.0 gallons total, production
Bathroom, Bath, 10/01/2022 09:10:30, 491.25 gallons total, production
Bathroom, Bath, 10/01/2022 09:11:00, 492.5 gallons total, production
Bathroom, Bath, 10/01/2022 09:11:30, 493.75 gallons total, production
Bathroom, Bath, 10/01/2022 09:12:00, 495.0 gallons total, production

Bathroom, Shower, 10/01/2022 10:00:00, 495.0 gallons total, production
Bathroom, Shower, 10/01/2022 10:00:30, 496.25 gallons total, production
Bathroom, Shower, 10/01/2022 10:01:00, 497.5 gallons total, production
Bathroom, Shower, 10/01/2022 10:01:30, 498.75 gallons total, production
Bathroom, Shower, 10/01/2022 10:02:00, 500.0 gallons total, production
Bathroom, Shower, 10/01/2022 10:02:30, 501.25 gallons total, production
Bathroom, Shower, 10/01/2022 10:03:00, 502.5 gallons total, production
Bathroom, Shower, 10/01/2022 10:03:30, 503.75 gallons total, production
Bathroom, Shower, 10/01/2022 10:04:00, 505.0 gallons total, production
Bathroom, Shower, 10/01/2022 10:04:30, 506.25 gallons total, production
Bathroom, Shower, 10/01/2022 10:05:00, 507.5 gallons total, production
Bathroom, Shower, 10/01/2022 10:05:30, 508.75 gallons total, production
Bathroom, Shower, 10/01/2022 10:06:00, 510.0 gallons total, production
Bathroom, Shower, 10/01/2022 10:06:30, 511.25 gallons total, production
Bathroom, Shower, 10/01/2022 10:07:00, 512.5 gallons total, production
Bathroom, Shower, 10/01/2022 10:07:30, 513.75 gallons total, production
Bathroom, Shower, 10/01/2022 10:08:00, 515.0 gallons total, production
Bathroom, Shower, 10/01/2022 10:08:30, 516.25 gallons total, production
Bathroom, Shower, 10/01/2022 10:09:00, 517.5 gallons total, production
Bathroom, Shower, 10/01/2022 10:09:30, 518.75 gallons total, production
Bathroom, Shower, 10/01/2022 10:10:00, 520.0 gallons total, production

Bathroom, Bath, 10/01/2022 11:00:00, 520.0 gallons total, production
Bathroom, Bath, 10/01/2022 11:00:30, 521.25 gallons total, production
Bathroom, Bath, 10/01/2022 11:01:00, 522.5 gallons total, production
Bathroom, Bath, 10/01/2022 11:01:30, 523.75 gallons total, production
Bathroom, Bath, 10/01/2022 11:02:00, 525.0 gallons total, production
Bathroom, Bath, 10/01/2022 11:02:30, 526.25 gallons total, production
Bathroom, Bath, 10/01/2022 11:03:00, 527.5 gallons total, production
Bathroom, Bath, 10/01/2022 11:03:30, 528.75 gallons total, production
Bathroom, Bath, 10/01/2022 11:04:00, 530.0 gallons total, production
Bathroom, Bath, 10/01/2022 11:04:30, 531.25 gallons total, production
Bathroom, Bath, 10/01/2022 11:05:00, 532.5 gallons total, production
Bathroom, Bath, 10/01/2022 11:05:30, 533.75 gallons total, production
Bathroom, Bath, 10/01/2022 11:06:00, 535.0 gallons total, production
Bathroom, Bath, 10/01/2022 11:06:30, 536.25 gallons total, production
Bathroom, Bath, 10/01/2022 11:07:00, 537.5 gallons total, production
Bathroom, Bath, 10/01/2022 11:07:30, 538.75 gallons total, production
Bathroom, Bath, 10/01/2022 11:08:00, 540.0 gallons total, production
Bathroom, Bath, 10/01/2022 11:08:30, 541.25 gallons total, production
Bathroom, Bath, 10/01/2022 11:09:00, 542.5 gallons total, production
Bathroom, Bath, 10/01/2022 11:09:30, 543.75 gallons total, production
Bathroom, Bath, 10/01/2022 11:10:00, 545.0 gallons total, production
Bathroom, Bath, 10/01/2022 11:10:30, 546.25 gallons total, production
Bathroom, Bath, 10/01/2022 11:11:00, 547.5 gallons total, production
Bathroom, Bath, 10/01/2022 11:11:30, 548.75 gallons total, production
Bathroom, Bath, 10/01/2022 11:12:00, 550.0 gallons total, production

Bathroom, Shower, 10/01/2022 12:00:00, 550.0 gallons total, production
Bathroom, Shower, 10/01/2022 12:00:30, 551.25 gallons total, production
Bathroom, Shower, 10/01/2022 12:01:00, 552.5 gallons total, production
Bathroom, Shower, 10/01/2022 12:01:30, 553.75 gallons total, production
Bathroom, Shower, 10/01/2022 12:02:00, 555.0 gallons total, production
Bathroom, Shower, 10/01/2022 12:02:30, 556.25 gallons total, production
Bathroom, Shower, 10/01/2022 12:03:00, 557.5 gallons total, production
Bathroom, Shower, 10/01/2022 12:03:30, 558.75 gallons total, production
Bathroom, Shower, 10/01/2022 12:04:00, 560.0 gallons total, production
Bathroom, Shower, 10/01/2022 12:04:30, 561.25 gallons total, production
Bathroom, Shower, 10/01/2022 12:05:00, 562.5 gallons total, production
Bathroom, Shower, 10/01/2022 12:05:30, 563.75 gallons total, production
Bathroom, Shower, 10/01/2022 12:06:00, 565.0 gallons total, production
Bathroom, Shower, 10/01/2022 12:06:30, 566.25 gallons total, production
Bathroom, Shower, 10/01/2022 12:07:00, 567.5 gallons total, production
Bathroom, Shower, 10/01/2022 12:07:30, 568.75 gallons total, production
Bathroom, Shower, 10/01/2022 12:08:00, 570.0 gallons total, production
Bathroom, Shower, 10/01/2022 12:08:30, 571.25 gallons total, production
Bathroom, Shower, 10/01/2022 12:09:00, 572.5 gallons total, production
Bathroom, Shower, 10/01/2022 12:09:30, 573.75 gallons total, production
Bathroom, Shower, 10/01/2022 12:10:00, 575.0 gallons total, production

Bathroom, Bath, 10/01/2022 13:00:00, 575.0 gallons total, production
Bathroom, Bath, 10/01/2022 13:00:30, 576.25 gallons total, production
Bathroom, Bath, 10/01/2022 13:01:00, 577.5 gallons total, production
Bathroom, Bath, 10/01/2022 13:01:30, 578.75 gallons total, production
Bathroom, Bath, 10/01/2022 13:02:00, 580.0 gallons total, production
Bathroom, Bath, 10/01/2022 13:02:30, 581.25 gallons total, production
Bathroom, Bath, 10/01/2022 13:03:00, 582.5 gallons total, production
Bathroom, Bath, 10/01/2022 13:03:30, 583.75 gallons total, production
Bathroom, Bath, 10/01/2022 13:04:00, 585.0 gallons total, production
Bathroom, Bath, 10/01/2022 13:04:30, 586.25 gallons total, production
Bathroom, Bath, 10/01/2022 13:05:00, 587.5 gallons total, production
Bathroom, Bath, 10/01/2022 13:05:30, 588.75 gallons total, production
Bathroom, Bath, 10/01/2022 13:06:00, 590.0 gallons total, production
Bathroom, Bath, 10/01/2022 13:06:30, 591.25 gallons total, production
Bathroom, Bath, 10/01/2022 13:07:00, 592.5 gallons total, production
Bathroom, Bath, 10/01/2022 13:07:30, 593.75 gallons total, production
Bathroom, Bath, 10/01/2022 13:08:00, 595.0 gallons total, production
Bathroom, Bath, 10/01/2022 13:08:30, 596.25 gallons total, production
Bathroom, Bath, 10/01/2022 13:09:00, 597.5 gallons total, production
Bathroom, Bath, 10/01/2022 13:09:30, 598.75 gallons total, production
Bathroom, Bath, 10/01/2022 13:10:00, 600.0 gallons total, production
Bathroom, Bath, 10/01/2022 13:10:30, 601.25 gallons total, production
Bathroom, Bath, 10/01/2022 13:11:00, 602.5 gallons total, production
Bathroom, Bath, 10/01/2022 13:11:30, 603.75 gallons total, production
Bathroom, Bath, 10/01/2022 13:12:00, 605.0 gallons total, production

Bathroom, Shower, 10/02/2022 08:00:00, 605.0 gallons total, production
Bathroom, Shower, 10/02/2022 08:00:30, 606.25 gallons total, production
Bathroom, Shower, 10/02/2022 08:01:00, 607.5 gallons total, production
Bathroom, Shower, 10/02/2022 08:01:30, 608.75 gallons total, production
Bathroom, Shower, 10/02/2022 08:02:00, 610.0 gallons total, production
Bathroom, Shower, 10/02/2022 08:02:30, 611.25 gallons total, production
Bathroom, Shower, 10/02/2022 08:03:00, 612.5 gallons total, production
Bathroom, Shower, 10/02/2022 08:03:30, 613.75 gallons total, production
Bathroom, Shower, 10/02/2022 08:04:00, 615.0 gallons total, production
Bathroom, Shower, 10/02/2022 08:04:30, 616.25 gallons total, production
Bathroom, Shower, 10/02/2022 08:05:00, 617.5 gallons total, production
Bathroom, Shower, 10/02/2022 08:05:30, 618.75 gallons total, production
Bathroom, Shower, 10/02/2022 08:06:00, 620.0 gallons total, production
Bathroom, Shower, 10/02/2022 08:06:30, 621.25 gallons total, production
Bathroom, Shower, 10/02/2022 08:07:00, 622.5 gallons total, production
Bathroom, Shower, 10/02/2022 08:07:30, 623.75 gallons total, production
Bathroom, Shower, 10/02/2022 08:08:00, 625.0 gallons total, production
Bathroom, Shower, 10/02/2022 08:08:30, 626.25 gallons total, production
Bathroom, Shower, 10/02/2022 08:09:00, 627.5 gallons total, production
Bathroom, Shower, 10/02/2022 08:09:30, 628.75 gallons total, production
Bathroom, Shower, 10/02/2022 08:10:00, 630.0 gallons total, production

Bathroom, Bath, 10/02/2022 09:00:00, 630.0 gallons total, production
Bathroom, Bath, 10/02/2022 09:00:30, 631.25 gallons total, production
Bathroom, Bath, 10/02/2022 09:01:00, 632.5 gallons total, production
Bathroom, Bath, 10/02/2022 09:01:30, 633.75 gallons total, production
Bathroom, Bath, 10/02/2022 09:02:00, 635.0 gallons total, production
Bathroom, Bath, 10/02/2022 09:02:30, 636.25 gallons total, production
Bathroom, Bath, 10/02/2022 09:03:00, 637.5 gallons total, production
Bathroom, Bath, 10/02/2022 09:03:30, 638.75 gallons total, production
Bathroom, Bath, 10/02/2022 09:04:00, 640.0 gallons total, production
Bathroom, Bath, 10/02/2022 09:04:30, 641.25 gallons total, production
Bathroom, Bath, 10/02/2022 09:05:00, 642.5 gallons total, production
Bathroom, Bath, 10/02/2022 09:05:30, 643.75 gallons total, production
Bathroom, Bath, 10/02/2022 09:06:00, 645.0 gallons total, production
Bathroom, Bath, 10/02/2022 09:06:30, 646.25 gallons total, production
Bathroom, Bath, 10/02/2022 09:07:00, 647.5 gallons total, production
Bathroom, Bath, 10/02/2022 09:07:30, 648.75 gallons total, production
Bathroom, Bath, 10/02/2022 09:08:00, 650.0 gallons total, production
Bathroom, Bath, 10/02/2022 09:08:30, 651.25 gallons total, production
Bathroom, Bath, 10/02/2022 09:09:00, 652.5 gallons total, production
Bathroom, Bath, 10/02/2022 09:09:30, 653.75 gallons total, production
Bathroom, Bath, 10/02/2022 09:10:00, 655.0 gallons total, production
Bathroom, Bath, 10/02/2022 09:10:30, 656.25 gallons total, production
Bathroom, Bath, 10/02/2022 09:11:00, 657.5 gallons total, production
Bathroom, Bath, 10/02/2022 09:11:30, 658.75 gallons total, production
Bathroom, Bath, 10/02/2022 09:12:00, 660.0 gallons total, production

Bathroom, Shower, 10/02/2022 10:00:00, 660.0 gallons total, production
Bathroom, Shower, 10/02/2022 10:00:30, 661.25 gallons total, production
Bathroom, Shower, 10/02/2022 10:01:00, 662.5 gallons total, production
Bathroom, Shower, 10/02/2022 10:01:30, 663.75 gallons total, production
Bathroom, Shower, 10/02/2022 10:02:00, 665.0 gallons total, production
Bathroom, Shower, 10/02/2022 10:02:30, 666.25 gallons total, production
Bathroom, Shower, 10/02/2022 10:03:00, 667.5 gallons total, production
Bathroom, Shower, 10/02/2022 10:03:30, 668.75 gallons total, production
Bathroom, Shower, 10/02/2022 10:04:00, 670.0 gallons total, production
Bathroom, Shower, 10/02/2022 10:04:30, 671.25 gallons total, production
Bathroom, Shower, 10/02/2022 10:05:00, 672.5 gallons total, production
Bathroom, Shower, 10/02/2022 10:05:30, 673.75 gallons total, production
Bathroom, Shower, 10/02/2022 10:06:00, 675.0 gallons total, production
Bathroom, Shower, 10/02/2022 10:06:30, 676.25 gallons total, production
Bathroom, Shower, 10/02/2022 10:07:00, 677.5 gallons total, production
Bathroom, Shower, 10/02/2022 10:07:30, 678.75 gallons total, production
Bathroom, Shower, 10/02/2022 10:08:00, 680.0 gallons total, production
Bathroom, Shower, 10/02/2022 10:08:30, 681.25 gallons total, production
Bathroom, Shower, 10/02/2022 10:09:00, 682.5 gallons total, production
Bathroom, Shower, 10/02/2022 10:09:30, 683.75 gallons total, production
Bathroom, Shower, 10/02/2022 10:10:00, 685.0 gallons total, production

Bathroom, Bath, 10/02/2022 11:00:00, 685.0 gallons total, production
Bathroom, Bath, 10/02/2022 11:00:30, 686.25 gallons total, production
Bathroom, Bath, 10/02/2022 11:01:00, 687.5 gallons total, production
Bathroom, Bath, 10/02/2022 11:01:30, 688.75 gallons total, production
Bathroom, Bath, 10/02/2022 11:02:00, 690.0 gallons total, production
Bathroom, Bath, 10/02/2022 11:02:30, 691.25 gallons total, production
Bathroom, Bath, 10/02/2022 11:03:00, 692.5 gallons total, production
Bathroom, Bath, 10/02/2022 11:03:30, 693.75 gallons total, production
Bathroom, Bath, 10/02/2022 11:04:00, 695.0 gallons total, production
Bathroom, Bath, 10/02/2022 11:04:30, 696.25 gallons total, production
Bathroom, Bath, 10/02/2022 11:05:00, 697.5 gallons total, production
Bathroom, Bath, 10/02/2022 11:05:30, 698.75 gallons total, production
Bathroom, Bath, 10/02/2022 11:06:00, 700.0 gallons total, production
Bathroom, Bath, 10/02/2022 11:06:30, 701.25 gallons total, production
Bathroom, Bath, 10/02/2022 11:07:00, 702.5 gallons total, production
Bathroom, Bath, 10/02/2022 11:07:30, 703.75 gallons total, production
Bathroom, Bath, 10/02/2022 11:08:00, 705.0 gallons total, production
Bathroom, Bath, 10/02/2022 11:08:30, 706.25 gallons total, production
Bathroom, Bath, 10/02/2022 11:09:00, 707.5 gallons total, production
Bathroom, Bath, 10/02/2022 11:09:30, 708.75 gallons total, production
Bathroom, Bath, 10/02/2022 11:10:00, 710.0 gallons total, production
Bathroom, Bath, 10/02/2022 11:10:30, 711.25 gallons total, production
Bathroom, Bath, 10/02/2022 11:11:00, 712.5 gallons total, production
Bathroom, Bath, 10/02/2022 11:11:30, 713.75 gallons total, production
Bathroom, Bath, 10/02/2022 11:12:00, 715.0 gallons total, production

Bathroom, Shower, 10/02/2022 12:00:00, 715.0 gallons total, production
Bathroom, Shower, 10/02/2022 12:00:30, 716.25 gallons total, production
Bathroom, Shower, 10/02/2022 12:01:00, 717.5 gallons total, production
Bathroom, Shower, 10/02/2022 12:01:30, 718.75 gallons total, production
Bathroom, Shower, 10/02/2022 12:02:00, 720.0 gallons total, production
Bathroom, Shower, 10/02/2022 12:02:30, 721.25 gallons total, production
Bathroom, Shower, 10/02/2022 12:03:00, 722.5 gallons total, production
Bathroom, Shower, 10/02/2022 12:03:30, 723.75 gallons total, production
Bathroom, Shower, 10/02/2022 12:04:00, 725.0 gallons total, production
Bathroom, Shower, 10/02/2022 12:04:30, 726.25 gallons total, production
Bathroom, Shower, 10/02/2022 12:05:00, 727.5 gallons total, production
Bathroom, Shower, 10/02/2022 12:05:30, 728.75 gallons total, production
Bathroom, Shower, 10/02/2022 12:06:00, 730.0 gallons total, production
Bathroom, Shower, 10/02/2022 12:06:30, 731.25 gallons total, production
Bathroom, Shower, 10/02/2022 12:07:00, 732.5 gallons total, production
Bathroom, Shower, 10/02/2022 12:07:30, 733.75 gallons total, production
Bathroom, Shower, 10/02/2022 12:08:00, 735.0 gallons total, production
Bathroom, Shower, 10/02/2022 12:08:30, 736.25 gallons total, production
Bathroom, Shower, 10/02/2022 12:09:00, 737.5 gallons total, production
Bathroom, Shower, 10/02/2022 12:09:30, 738.75 gallons total, production
Bathroom, Shower, 10/02/2022 12:10:00, 740.0 gallons total, production

Bathroom, Bath, 10/02/2022 13:00:00, 740.0 gallons total, production
Bathroom, Bath, 10/02/2022 13:00:30, 741.25 gallons total, production
Bathroom, Bath, 10/02/2022 13:01:00, 742.5 gallons total, production
Bathroom, Bath, 10/02/2022 13:01:30, 743.75 gallons total, production
Bathroom, Bath, 10/02/2022 13:02:00, 745.0 gallons total, production
Bathroom, Bath, 10/02/2022 13:02:30, 746.25 gallons total, production
Bathroom, Bath, 10/02/2022 13:03:00, 747.5 gallons total, production
Bathroom, Bath, 10/02/2022 13:03:30, 748.75 gallons total, production
Bathroom, Bath, 10/02/2022 13:04:00, 750.0 gallons total, production
Bathroom, Bath, 10/02/2022 13:04:30, 751.25 gallons total, production
Bathroom, Bath, 10/02/2022 13:05:00, 752.5 gallons total, production
Bathroom, Bath, 10/02/2022 13:05:30, 753.75 gallons total, production
Bathroom, Bath, 10/02/2022 13:06:00, 755.0 gallons total, production
Bathroom, Bath, 10/02/2022 13:06:30, 756.25 gallons total, production
Bathroom, Bath, 10/02/2022 13:07:00, 757.5 gallons total, production
Bathroom, Bath, 10/02/2022 13:07:30, 758.75 gallons total, production
Bathroom, Bath, 10/02/2022 13:08:00, 760.0 gallons total, production
Bathroom, Bath, 10/02/2022 13:08:30, 761.25 gallons total, production
Bathroom, Bath, 10/02/2022 13:09:00, 762.5 gallons total, production
Bathroom, Bath, 10/02/2022 13:09:30, 763.75 gallons total, production
Bathroom, Bath, 10/02/2022 13:10:00, 765.0 gallons total, production
Bathroom, Bath, 10/02/2022 13:10:30, 766.25 gallons total, production
Bathroom, Bath, 10/02/2022 13:11:00, 767.5 gallons total, production
Bathroom, Bath, 10/02/2022 13:11:30, 768.75 gallons total, production
Bathroom, Bath, 10/02/2022 13:12:00, 770.0 gallons total, production

Bathroom, Shower, 10/03/2022 08:00:00, 770.0 gallons total, production
Bathroom, Shower, 10/03/2022 08:00:30, 771.25 gallons total, production
Bathroom, Shower, 10/03/2022 08:01:00, 772.5 gallons total, production
Bathroom, Shower, 10/03/2022 08:01:30, 773.75 gallons total, production
Bathroom, Shower, 10/03/2022 08:02:00, 775.0 gallons total, production
Bathroom, Shower, 10/03/2022 08:02:30, 776.25 gallons total, production
Bathroom, Shower, 10/03/2022 08:03:00, 777.5 gallons total, production
Bathroom, Shower, 10/03/2022 08:03:30, 778.75 gallons total, production
Bathroom, Shower, 10/03/2022 08:04:00, 780.0 gallons total, production
Bathroom, Shower, 10/03/2022 08:04:30, 781.25 gallons total, production
Bathroom, Shower, 10/03/2022 08:05:00, 782.5 gallons total, production
Bathroom, Shower, 10/03/2022 08:05:30, 783.75 gallons total, production
Bathroom, Shower, 10/03/2022 08:06:00, 785.0 gallons total, production
Bathroom, Shower, 10/03/2022 08:06:30, 786.25 gallons total, production
Bathroom, Shower, 10/03/2022 08:07:00, 787.5 gallons total, production
Bathroom, Shower, 10/03/2022 08:07:30, 788.75 gallons total, production
Bathroom, Shower, 10/03/2022 08:08:00, 790.0 gallons total, production
Bathroom, Shower, 10/03/2022 08:08:30, 791.25 gallons total, production
Bathroom, Shower, 10/03/2022 08:09:00, 792.5 gallons total, production
Bathroom, Shower, 10/03/2022 08:09:30, 793.75 gallons total, production
Bathroom, Shower, 10/03/2022 08:10:00, 795.0 gallons total, production

Bathroom, Bath, 10/03/2022 09:00:00, 795.0 gallons total, production
Bathroom, Bath, 10/03/2022 09:00:30, 796.25 gallons total, production
Bathroom, Bath, 10/03/2022 09:01:00, 797.5 gallons total, production
Bathroom, Bath, 10/03/2022 09:01:30, 798.75 gallons total, production
Bathroom, Bath, 10/03/2022 09:02:00, 800.0 gallons total, production
Bathroom, Bath, 10/03/2022 09:02:30, 801.25 gallons total, production
Bathroom, Bath, 10/03/2022 09:03:00, 802.5 gallons total, production
Bathroom, Bath, 10/03/2022 09:03:30, 803.75 gallons total, production
Bathroom, Bath, 10/03/2022 09:04:00, 805.0 gallons total, production
Bathroom, Bath, 10/03/2022 09:04:30, 806.25 gallons total, production
Bathroom, Bath, 10/03/2022 09:05:00, 807.5 gallons total, production
Bathroom, Bath, 10/03/2022 09:05:30, 808.75 gallons total, production
Bathroom, Bath, 10/03/2022 09:06:00, 810.0 gallons total, production
Bathroom, Bath, 10/03/2022 09:06:30, 811.25 gallons total, production
Bathroom, Bath, 10/03/2022 09:07:00, 812.5 gallons total, production
Bathroom, Bath, 10/03/2022 09:07:30, 813.75 gallons total, production
Bathroom, Bath, 10/03/2022 09:08:00, 815.0 gallons total, production
Bathroom, Bath, 10/03/2022 09:08:30, 816.25 gallons total, production
Bathroom, Bath, 10/03/2022 09:09:00, 817.5 gallons total, production
Bathroom, Bath, 10/03/2022 09:09:30, 818.75 gallons total, production
Bathroom, Bath, 10/03/2022 09:10:00, 820.0 gallons total, production
Bathroom, Bath, 10/03/2022 09:10:30, 821.25 gallons total, production
Bathroom, Bath, 10/03/2022 09:11:00, 822.5 gallons total, production
Bathroom, Bath, 10/03/2022 09:11:30, 823.75 gallons total, production
Bathroom, Bath, 10/03/2022 09:12:00, 825.0 gallons total, production

Bathroom, Shower, 10/03/2022 10:00:00, 825.0 gallons total, production
Bathroom, Shower, 10/03/2022 10:00:30, 826.25 gallons total, production
Bathroom, Shower, 10/03/2022 10:01:00, 827.5 gallons total, production
Bathroom, Shower, 10/03/2022 10:01:30, 828.75 gallons total, production
Bathroom, Shower, 10/03/2022 10:02:00, 830.0 gallons total, production
Bathroom, Shower, 10/03/2022 10:02:30, 831.25 gallons total, production
Bathroom, Shower, 10/03/2022 10:03:00, 832.5 gallons total, production
Bathroom, Shower, 10/03/2022 10:03:30, 833.75 gallons total, production
Bathroom, Shower, 10/03/2022 10:04:00, 835.0 gallons total, production
Bathroom, Shower, 10/03/2022 10:04:30, 836.25 gallons total, production
Bathroom, Shower, 10/03/2022 10:05:00, 837.5 gallons total, production
Bathroom, Shower, 10/03/2022 10:05:30, 838.75 gallons total, production
Bathroom, Shower, 10/03/2022 10:06:00, 840.0 gallons total, production
Bathroom, Shower, 10/03/2022 10:06:30, 841.25 gallons total, production
Bathroom, Shower, 10/03/2022 10:07:00, 842.5 gallons total, production
Bathroom, Shower, 10/03/2022 10:07:30, 843.75 gallons total, production
Bathroom, Shower, 10/03/2022 10:08:00, 845.0 gallons total, production
Bathroom, Shower, 10/03/2022 10:08:30, 846.25 gallons total, production
Bathroom, Shower, 10/03/2022 10:09:00, 847.5 gallons total, production
Bathroom, Shower, 10/03/2022 10:09:30, 848.75 gallons total, production
Bathroom, Shower, 10/03/2022 10:10:00, 850.0 gallons total, production

Bathroom, Bath, 10/03/2022 11:00:00, 850.0 gallons total, production
Bathroom, Bath, 10/03/2022 11:00:30, 851.25 gallons total, production
Bathroom, Bath, 10/03/2022 11:01:00, 852.5 gallons total, production
Bathroom, Bath, 10/03/2022 11:01:30, 853.75 gallons total, production
Bathroom, Bath, 10/03/2022 11:02:00, 855.0 gallons total, production
Bathroom, Bath, 10/03/2022 11:02:30, 856.25 gallons total, production
Bathroom, Bath, 10/03/2022 11:03:00, 857.5 gallons total, production
Bathroom, Bath, 10/03/2022 11:03:30, 858.75 gallons total, production
Bathroom, Bath, 10/03/2022 11:04:00, 860.0 gallons total, production
Bathroom, Bath, 10/03/2022 11:04:30, 861.25 gallons total, production
Bathroom, Bath, 10/03/2022 11:05:00, 862.5 gallons total, production
Bathroom, Bath, 10/03/2022 11:05:30, 863.75 gallons total, production
Bathroom, Bath, 10/03/2022 11:06:00, 865.0 gallons total, production
Bathroom, Bath, 10/03/2022 11:06:30, 866.25 gallons total, production
Bathroom, Bath, 10/03/2022 11:07:00, 867.5 gallons total, production
Bathroom, Bath, 10/03/2022 11:07:30, 868.75 gallons total, production
Bathroom, Bath, 10/03/2022 11:08:00, 870.0 gallons total, production
Bathroom, Bath, 10/03/2022 11:08:30, 871.25 gallons total, production
Bathroom, Bath, 10/03/2022 11:09:00, 872.5 gallons total, production
Bathroom, Bath, 10/03/2022 11:09:30, 873.75 gallons total, production
Bathroom, Bath, 10/03/2022 11:10:00, 875.0 gallons total, production
Bathroom, Bath, 10/03/2022 11:10:30, 876.25 gallons total, production
Bathroom, Bath, 10/03/2022 11:11:00, 877.5 gallons total, production
Bathroom, Bath, 10/03/2022 11:11:30, 878.75 gallons total, production
Bathroom, Bath, 10/03/2022 11:12:00, 880.0 gallons total, production
